Altium Designer Pick and Place Locations
C:\Users\Engrj\Desktop\10XSDCardReader_08Nov,2023\10X SD CARD READER\Alitum Design Files\Project Outputs for 10X SD CARD READER\Pick Place for 10X SD CARD READER PCB.csv

========================================================================================================================
File Design Information:

Date:       16/11/23
Time:       21:45
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R69","5.1k","TopLayer","R-0402/1005","2801.449","3122.748","90","Resistor"
"R68","5.1k","TopLayer","R-0402/1005","3060.239","2976.038","90","Resistor"
"R67","330R","TopLayer","R-0402/1005","5143.748","1525.551","0","Resistor"
"R66","10k","TopLayer","R-0402/1005","5920.748","1505.551","0","Resistor"
"R65","47k","TopLayer","R-0402/1005","5785.748","1505.551","0","Resistor"
"R64","10k","TopLayer","R-0402/1005","1060.748","1526.102","0","Resistor"
"R63","47k","TopLayer","R-0402/1005","920.748","1525.551","0","Resistor"
"R62","10k","TopLayer","R-0402/1005","4730.748","1507.117","0","Resistor"
"R61","47k","TopLayer","R-0402/1005","4590.748","1506.566","0","Resistor"
"R60","10k","TopLayer","R-0402/1005","2240.748","1511.102","0","Resistor"
"R59","47k","TopLayer","R-0402/1005","2105.748","1510.551","0","Resistor"
"R58","DNP","BottomLayer","R-0603/1608","5261.842","1790.347","0","Resistor"
"R57","DNP","TopLayer","R-0603/1608","5630.158","1603.347","180","Resistor"
"R56","330R","TopLayer","R-0402/1005","3949.748","1526.551","0","Resistor"
"R54","330R","TopLayer","R-0402/1005","2719.748","1503.551","0","Resistor"
"R53","330R","TopLayer","R-0402/1005","284.748","1542.551","0","Resistor"
"R52","DNP","BottomLayer","R-0603/1608","423.842","1713.347","0","Resistor"
"R51","DNP","BottomLayer","R-0603/1608","4069.842","1789.347","0","Resistor"
"R50","DNP","BottomLayer","R-0603/1608","1553.842","1786.347","0","Resistor"
"R49","DNP","BottomLayer","R-0603/1608","2804.842","1750.347","0","Resistor"
"R48","DNP","TopLayer","R-0603/1608","775.158","1625.481","180","Resistor"
"R47","DNP","TopLayer","R-0603/1608","4440.158","1604.361","180","Resistor"
"R46","DNP","TopLayer","R-0603/1608","1965.766","1612.225","180","Resistor"
"R45","DNP","TopLayer","R-0603/1608","3210.158","1581.693","180","Resistor"
"R44","10k","TopLayer","R-0402/1005","3490.748","1480.551","0","Resistor"
"R43","47k","TopLayer","R-0402/1005","3350.748","1480.551","0","Resistor"
"Q10","MMBT3904","TopLayer","SOT-23-3","5905.591","1604.252","90","MMBT3904"
"Q9","DMP2120U-7","TopLayer","SOT-23-3","5770.591","1604.252","90",""
"Q8","MMBT3904","TopLayer","SOT-23-3","1045.591","1629.252","90","MMBT3904"
"Q7","DMP2120U-7","TopLayer","SOT-23-3","905.591","1629.252","90",""
"Q6","MMBT3904","TopLayer","SOT-23-3","4715.591","1604.252","90","MMBT3904"
"Q5","DMP2120U-7","TopLayer","SOT-23-3","4575.591","1604.252","90",""
"Q4","MMBT3904","TopLayer","SOT-23-3","2223.898","1614.252","90","MMBT3904"
"Q3","DMP2120U-7","TopLayer","SOT-23-3","2090.590","1614.252","90",""
"Q2","MMBT3904","TopLayer","SOT-23-3","3475.590","1579.252","90","MMBT3904"
"Q1","DMP2120U-7","TopLayer","SOT-23-3","3335.590","1584.252","90",""
"J18","TH 1x2","TopLayer","PIN_HEADER_1x2_2.54mm","2140.000","2680.000","0","CONN HEADER VERT 3POS 2.54MM"
"J17","TH 1x2","TopLayer","PIN_HEADER_1x2_2.54mm","2275.000","2680.000","0","CONN HEADER VERT 3POS 2.54MM"
"R42","25.5k","TopLayer","R-0402/1005","4773.638","2843.651","180","RES SMD 51 OHM 0.5% 1/16W 0402"
"R41","50k","TopLayer","R-0402/1005","4773.638","2770.000","180","RES SMD 51 OHM 0.5% 1/16W 0402"
"R40","50k","TopLayer","R-0402/1005","4773.638","2807.048","180","RES SMD 51 OHM 0.5% 1/16W 0402"
"R39","10k","TopLayer","R-0402/1005","4223.465","2786.492","0","RES SMD 51 OHM 0.5% 1/16W 0402"
"R38","115k","TopLayer","R-0402/1005","4773.783","2880.671","0","RES SMD 51 OHM 0.5% 1/16W 0402"
"R37","110k","TopLayer","R-0402/1005","4223.362","2675.000","180","RES SMD 51 OHM 0.5% 1/16W 0402"
"U2","RT2875BQGCP","TopLayer","TSSOP-14","4471.915","2679.255","90","DC2DC chip"
"C64","22uF","TopLayer","C-1206/3216","4884.426","2835.542","90","CAP CER 0.1UF 50V X7R 0402"
"C63","22uF","TopLayer","C-1206/3216","4963.230","2835.542","90","CAP CER 0.1UF 50V X7R 0402"
"C62","10uF","TopLayer","C-1206/3216","4233.664","2536.063","90","CAP CER 10UF 25V X5R 1206"
"C67","3.3nF","TopLayer","C-0402/1005","4223.150","2823.680","180","CAP CER 10UF 25V X5R 1206"
"C66","560pF","TopLayer","C-0402/1005","4223.508","2749.914","0","CAP CER 10UF 25V X5R 1206"
"C65","470pF","TopLayer","C-0402/1005","4223.508","2712.137","0","CAP CER 10UF 25V X5R 1206"
"C61","0.1uF","TopLayer","C-0402/1005","4329.012","1276.122","180","Capacitor"
"C60","0.1uF","TopLayer","C-0402/1005","5584.638","1275.000","180","Capacitor"
"C59","0.1uF","TopLayer","C-0402/1005","571.012","1295.122","180","Capacitor"
"C58","0.1uF","TopLayer","C-0402/1005","3074.012","1279.122","180","Capacitor"
"C47","0.1uF","TopLayer","C-0402/1005","1801.012","1302.122","180","Capacitor"
"C46","0.1uF","BottomLayer","C-0402/1005","4417.012","1275.878","180","Capacitor"
"C45","0.1uF","BottomLayer","C-0402/1005","5672.012","1274.878","180","Capacitor"
"C44","0.1uF","BottomLayer","C-0402/1005","667.638","1295.000","180","Capacitor"
"C43","0.1uF","BottomLayer","C-0402/1005","3162.124","1279.427","180","Capacitor"
"C42","0.1uF","TopLayer","C-0402/1005","3097.244","2975.988","90","Capacitor"
"U26","74LVC1G14GW,125","TopLayer","SOT65P212X110-5N","3375.000","3155.000","0","Inverter Schmitt Trigger 1-Element CMOS 5-Pin TSSOP T/R"
"TP1","Test Points","TopLayer","Test_Point_TH_Round_H0.9,D1.6","2955.000","2340.000","90",""
"R36","330R","TopLayer","R-0402/1005","3514.805","3143.485","180","Resistor"
"D3","GREEN","TopLayer","LEDC1608X65N","3508.284","3080.606","0",""
"C41","0.1uF","TopLayer","C-0402/1005","3514.805","3180.798","180","Capacitor"
"J4","Header 1x3","TopLayer","PIN_HEADER_1x3_2.54mm","2761.834","2240.000","0","CONN HEADER VERT 3POS 2.54MM"
"C123","1uF","BottomLayer","C-0402/1005","5286.390","1437.970","0","Capacitor"
"C122","1uF","BottomLayer","C-0402/1005","5360.878","1680.988","90","Capacitor"
"C119","1uF","BottomLayer","C-0402/1005","4095.988","1445.496","0","Capacitor"
"C118","1uF","BottomLayer","C-0402/1005","4165.878","1675.988","90","Capacitor"
"C89","0.1uF","BottomLayer","C-0402/1005","1616.023","1450.496","0","Capacitor"
"C88","0.1uF","BottomLayer","C-0402/1005","1688.308","1680.988","90","Capacitor"
"C87","1uF","BottomLayer","C-0402/1005","1687.430","1474.012","270","Capacitor"
"C86","1uF","BottomLayer","C-0402/1005","1637.000","1709.638","90","Capacitor"
"C85","0.1uF","BottomLayer","C-0402/1005","2940.878","1652.529","90","Capacitor"
"C84","0.1uF","BottomLayer","C-0402/1005","2861.656","1415.496","0","Capacitor"
"C83","1uF","BottomLayer","C-0402/1005","2932.749","1439.012","270","Capacitor"
"C82","1uF","BottomLayer","C-0402/1005","2887.000","1681.638","90","Capacitor"
"C81","0.1uF","BottomLayer","C-0402/1005","425.988","1459.122","0","Capacitor"
"C80","0.1uF","BottomLayer","C-0402/1005","500.878","1695.988","90","Capacitor"
"C79","1uF","BottomLayer","C-0402/1005","459.952","1805.618","0","Capacitor"
"C78","1uF","BottomLayer","C-0402/1005","494.122","1484.012","270","Capacitor"
"U1","USB7206","TopLayer","USB7206","3473.414","2462.896","90","IC USB3.1 GEN2 HUB TYPE C"
"U10","GL3224","TopLayer","GL3224","1722.020","1579.085","270","MEMORY CARD READER CONTROLLER"
"U9","GL3224","TopLayer","GL3224","4201.449","1575.100","270","MEMORY CARD READER CONTROLLER"
"U8","GL3224","TopLayer","GL3224","533.136","1594.085","270","MEMORY CARD READER CONTROLLER"
"U7","GL3224","TopLayer","GL3224","5393.669","1574.085","270","MEMORY CARD READER CONTROLLER"
"U6","GL3224","TopLayer","GL3224","2970.903","1549.085","270","MEMORY CARD READER CONTROLLER"
"SW1","PTS810_SJM_250_SMTR_LFS","TopLayer","SW_PTS810_SJM_250_SMTR_LFS","4639.000","2247.000","270","Tactile Switch SPST-NO Top Actuated Surface Mount"
"J5","Header 1x3","TopLayer","PIN_HEADER_1x3_2.54mm","2630.000","2240.000","0","CONN HEADER VERT 3POS 2.54MM"
"D2","BLUE","TopLayer","LEDC1608X65N","1680.038","2620.000","0",""
"D1","RED","TopLayer","LEDC1608X65N","3963.714","2162.856","180",""
"Y8","ECS-250-10-37B2-CKM-TR","TopLayer","ECS-250-10-37B2","3950.000","1660.000","0",""
"U25","74LVC1G14GW,125","TopLayer","SOT65P212X110-5N","1543.386","2690.591","0","Inverter Schmitt Trigger 1-Element CMOS 5-Pin TSSOP T/R"
"U24","SST26VF016B-104I/SM","TopLayer","SOIC127P794X203-8N","1621.583","2935.000","0",""
"U23","MIC803-29D4VM3-TR","TopLayer","SOT-23_M3_MCH","4266.000","2105.000","270","No Description Available"
"U5","74LVC1G14GW,125","TopLayer","SOT65P212X110-5N","4101.614","2090.591","180","Inverter Schmitt Trigger 1-Element CMOS 5-Pin TSSOP T/R"
"R35","8.06K","TopLayer","R-0402/1005","4380.000","2982.638","270","Resistor"
"R34","68K","TopLayer","R-0402/1005","4270.359","2982.783","90","Resistor"
"R33","100K","TopLayer","R-0402/1005","4550.748","3260.551","0","Resistor"
"R32","68K","TopLayer","R-0402/1005","4233.881","2982.638","270","Resistor"
"R31","10k","TopLayer","R-0402/1005","3421.742","2816.434","90","Resistor"
"R30","10k","TopLayer","R-0402/1005","3459.449","2816.434","90","Resistor"
"R29","10k","TopLayer","R-0402/1005","3497.524","2816.434","90","Resistor"
"R28","10R","TopLayer","R-0402/1005","2504.252","2139.449","180","Resistor"
"R27","680","BottomLayer","R-0402/1005","5289.252","1600.551","180","Resistor"
"R26","680","BottomLayer","R-0402/1005","4086.691","1605.178","180","Resistor"
"R25","680","BottomLayer","R-0402/1005","1614.252","1609.163","180","Resistor"
"R24","680","BottomLayer","R-0402/1005","424.252","1624.163","180","Resistor"
"R23","DNP","TopLayer","R-0402/1005","1882.873","2958.737","0","Resistor"
"R22","1K","TopLayer","R-0402/1005","1684.012","2677.726","180","Resistor"
"R21","DNP","TopLayer","R-0402/1005","1358.204","2910.530","180","Resistor"
"R20","100K","TopLayer","R-0402/1005","1358.204","2947.668","180","Resistor"
"R19","100K","TopLayer","R-0402/1005","1882.873","2883.157","0","Resistor"
"L2","4.7uH","TopLayer","IND_SPM6550T-4R7M","4856.000","2565.000","0","Power inductor 4.7uH Isat=7A"
"J3","TSW-102-07-G-T","TopLayer","CON6_3X2_TU_TSW_SAI","2680.000","2690.000","270","No Description Available"
"J2","DNP","TopLayer","PIN_HEADER_2x2_2.54mm","2327.787","2923.870","270","FIXED IND 22UH 620MA 350 MOHM"
"J1","TH 1x2","TopLayer","PIN_HEADER_1x2_2.54mm","2140.000","2925.000","0","CONN HEADER VERT 3POS 2.54MM"
"C40","0.1uF","TopLayer","C-0402/1005","4306.946","2982.783","90","Capacitor"
"C139","10pF","TopLayer","C-0402/1005","3949.012","1584.122","180","Capacitor"
"C138","10pF","TopLayer","C-0402/1005","5144.012","1584.122","180","Capacitor"
"C137","10pF","TopLayer","C-0402/1005","3884.536","1664.012","270","Capacitor"
"C136","10pF","TopLayer","C-0402/1005","5075.878","1661.679","270","Capacitor"
"C132","0.1uF","BottomLayer","C-0402/1005","5179.122","1524.012","270","Capacitor"
"C130","1uF","BottomLayer","C-0402/1005","5259.122","1529.012","270","Capacitor"
"C128","0.1uF","BottomLayer","C-0402/1005","3989.122","1529.012","270","Capacitor"
"C126","1uF","BottomLayer","C-0402/1005","4063.175","1527.747","270","Capacitor"
"C125","0.1uF","BottomLayer","C-0402/1005","5355.689","1464.012","270","Capacitor"
"C124","0.1uF","BottomLayer","C-0402/1005","5282.988","1704.122","0","Capacitor"
"C121","0.1uF","BottomLayer","C-0402/1005","4165.000","1469.012","270","Capacitor"
"C120","0.1uF","BottomLayer","C-0402/1005","4092.988","1707.122","0","Capacitor"
"C115","0.1uF","BottomLayer","C-0402/1005","5529.122","1629.012","270","Capacitor"
"C114","0.1uF","BottomLayer","C-0402/1005","5484.012","1435.878","180","Capacitor"
"C113","1uF","BottomLayer","C-0402/1005","5161.122","1662.012","270","Capacitor"
"C112","1uF","BottomLayer","C-0402/1005","5434.012","1705.878","180","Capacitor"
"C111","0.1uF","BottomLayer","C-0402/1005","4294.012","1440.878","180","Capacitor"
"C110","0.1uF","BottomLayer","C-0402/1005","4334.929","1634.012","270","Capacitor"
"C109","1uF","BottomLayer","C-0402/1005","3970.122","1664.012","270","Capacitor"
"C108","1uF","BottomLayer","C-0402/1005","4239.902","1710.878","180","Capacitor"
"C106","0.1uF","BottomLayer","C-0402/1005","1878.988","1302.122","0","Capacitor"
"C105","10pF","TopLayer","C-0402/1005","284.012","1604.122","180","Capacitor"
"C104","10pF","TopLayer","C-0402/1005","1474.012","1589.122","180","Capacitor"
"C103","10pF","TopLayer","C-0402/1005","215.878","1679.012","270","Capacitor"
"C102","10pF","TopLayer","C-0402/1005","1405.107","1669.012","270","Capacitor"
"C100","0.1uF","BottomLayer","C-0402/1005","1509.122","1531.577","270","Capacitor"
"C98","1uF","BottomLayer","C-0402/1005","1588.023","1531.577","270","Capacitor"
"C96","0.1uF","BottomLayer","C-0402/1005","2839.122","1499.012","270","Capacitor"
"C94","1uF","BottomLayer","C-0402/1005","2759.122","1499.012","270","Capacitor"
"C92","0.1uF","BottomLayer","C-0402/1005","324.122","1544.012","270","Capacitor"
"C90","1uF","BottomLayer","C-0402/1005","394.122","1544.012","270","Capacitor"
"C77","0.1uF","BottomLayer","C-0402/1005","1859.122","1634.012","270","Capacitor"
"C76","0.1uF","BottomLayer","C-0402/1005","1814.012","1440.878","180","Capacitor"
"C75","1uF","BottomLayer","C-0402/1005","1760.473","1704.504","180","Capacitor"
"C74","1uF","BottomLayer","C-0402/1005","1587.145","1690.587","270","Capacitor"
"C73","0.1uF","BottomLayer","C-0402/1005","3104.122","1604.012","270","Capacitor"
"C72","0.1uF","BottomLayer","C-0402/1005","3064.012","1415.878","180","Capacitor"
"C71","1uF","BottomLayer","C-0402/1005","2836.233","1654.012","270","Capacitor"
"C70","1uF","BottomLayer","C-0402/1005","3009.356","1676.045","180","Capacitor"
"Y7","ECS-250-10-37B2-CKM-TR","TopLayer","ECS-250-10-37B2","5145.000","1660.000","0",""
"Y6","ECS-250-10-37B2-CKM-TR","TopLayer","ECS-250-10-37B2","285.000","1680.000","0",""
"Y5","ECS-250-10-37B2-CKM-TR","TopLayer","ECS-250-10-37B2","1470.000","1665.000","0",""
"Y4","ECS-250-10-37B2-CKM-TR","TopLayer","ECS-250-10-37B2","2720.000","1635.000","0",""
"Y3","DSC1001CI2-025.0000","TopLayer","CDFN4_3P2X2P5_MCH","2995.000","2145.000","0","No Description Available"
"Y2","FL1600044","TopLayer","FL1600044","1399.000","2132.000","90",""
"Y1","DNP","TopLayer","ECS-250-10-37B2","3140.000","2260.000","180",""
"U21","TPS6281208QWRWYRQ1","TopLayer","RWY0009A","4344.957","3129.370","0","No Description Available"
"J8","10067847-001RLF","BottomLayer","AMPHENOL_10067847-011RLF","3092.874","768.110","180","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J14","10067847-001RLF","TopLayer","AMPHENOL_10067847-011RLF","592.874","768.110","0","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J13","10067847-001RLF","TopLayer","AMPHENOL_10067847-011RLF","3092.874","768.110","0","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J7","10067847-001RLF","BottomLayer","AMPHENOL_10067847-011RLF","1839.970","768.110","180","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J12","10067847-001RLF","TopLayer","AMPHENOL_10067847-011RLF","1839.970","768.110","0","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J11","10067847-001RLF","BottomLayer","AMPHENOL_10067847-011RLF","4347.874","768.110","180","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J16","10067847-001RLF","TopLayer","AMPHENOL_10067847-011RLF","4347.874","768.110","0","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J10","10067847-001RLF","BottomLayer","AMPHENOL_10067847-011RLF","5599.252","768.110","180","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J15","10067847-001RLF","TopLayer","AMPHENOL_10067847-011RLF","5599.252","768.110","0","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"J9","10067847-001RLF","BottomLayer","AMPHENOL_10067847-011RLF","592.874","768.110","180","12 (9 + 3) Position Card Connector Secure Digital - SD Surface Mount Gold"
"U4","CP2102N-A02-GQFN28R","TopLayer","CP2102","2250.000","2212.500","0","USB Bridge, USB to UART USB 2.0 UART Interface"
"U3","ATMEGA 328-MU","TopLayer","ATMEGA_328P","1642.000","2205.000","0","IC MCU 8BIT 32KB FLASH 32VQFN"
"J6","USB4056-03-A_REVA2","TopLayer","GCT_USB4056-03-A_REVA2","3038.504","3246.850","180","USB-C (USB TYPE-C) USB 3.2 Gen 2 (USB 3.1 Gen 2, Superspeed + (USB 3.1)) Receptacle Connector 24 Position Surface Mount, Right Angle; Through Hole"
"R18","10k","TopLayer","R-0402/1005","1358.204","2873.361","180","Resistor"
"R17","10k","TopLayer","R-0402/1005","1882.873","2920.551","0","Resistor"
"R16","1K","TopLayer","R-0402/1005","3964.702","2101.097","0","Resistor"
"R15","100K","TopLayer","R-0402/1005","4678.449","2052.087","90","Resistor"
"R14","680","BottomLayer","R-0402/1005","2859.252","1579.163","180","Resistor"
"R13","1K","TopLayer","R-0402/1005","2195.748","2035.551","0","Resistor"
"R12","12k","TopLayer","R-0402/1005","1631.290","2398.997","270","Resistor"
"R11","12k","TopLayer","R-0402/1005","3217.960","2105.498","90","Resistor"
"R10","0R","TopLayer","R-0402/1005","3139.398","2135.551","0","Resistor"
"R9","10R","TopLayer","R-0402/1005","2785.748","2035.551","0","Resistor"
"R8","200K","TopLayer","R-0402/1005","2505.748","2340.551","0","Resistor"
"R7","200K","TopLayer","R-0402/1005","2784.252","2434.449","180","Resistor"
"R6","10k","TopLayer","R-0402/1005","3727.039","2114.141","90","Resistor"
"R5","49.9K","TopLayer","R-0402/1005","3292.644","2105.353","270","Resistor"
"R4","43K","TopLayer","R-0402/1005","3254.989","2105.353","270","Resistor"
"R3","200k","TopLayer","R-0402/1005","3690.657","2113.995","270","Resistor"
"R2","200k","TopLayer","R-0402/1005","3653.927","2113.995","270","Resistor"
"R1","10k","TopLayer","R-0402/1005","3616.662","2113.995","270","Resistor"
"L1","XEL4030-471MEB","TopLayer","IND_XEL4030_3.1_COC","4528.386","3130.614","0","Inductor with Inductance: 1uH Tol. +/-20%, Package: 0805 _2012_"
"C57","0.1uF","BottomLayer","C-0402/1005","304.122","1685.012","270","Capacitor"
"C56","0.1uF","BottomLayer","C-0402/1005","624.012","1460.000","180","Capacitor"
"C55","1uF","BottomLayer","C-0402/1005","663.589","1649.773","270","Capacitor"
"C54","1uF","BottomLayer","C-0402/1005","579.012","1725.878","180","Capacitor"
"C53","0.1uF","TopLayer","C-0402/1005","1684.012","2714.122","180","Capacitor"
"C52","0.1uF","TopLayer","C-0402/1005","1882.687","3007.916","180","Capacitor"
"C51","0.1uF","TopLayer","C-0402/1005","4641.628","2052.087","90","Capacitor"
"C50","0.1uF","TopLayer","C-0402/1005","3964.702","2065.000","0","Capacitor"
"C49","10pF","TopLayer","C-0402/1005","2653.990","1639.012","270","Capacitor"
"C48","10pF","TopLayer","C-0402/1005","2719.012","1559.122","180","Capacitor"
"C39","0.1uF","TopLayer","C-0402/1005","4343.586","2982.638","270","Capacitor"
"C38","10uF","TopLayer","C-1206/3216","4153.835","2536.063","90","CAP CER 10UF 25V X5R 1206"
"C37","0.1uF","TopLayer","C-0402/1005","4470.927","2543.377","180","CAP CER 10UF 25V X5R 1206"
"C36","22uF","TopLayer","CAPC3216X180N","4675.000","3140.000","270","Capacitor"
"C34","0.1uF","TopLayer","C-0402/1005","2033.382","2152.567","180","Capacitor"
"C33","18pF","TopLayer","C-0402/1005","1293.122","2122.988","90","Capacitor"
"C32","18pF","TopLayer","C-0402/1005","1418.012","2221.122","180","Capacitor"
"C31","0.1uF","TopLayer","C-0402/1005","1814.122","2170.988","90","Capacitor"
"C30","0.1uF","TopLayer","C-0402/1005","1594.487","2398.997","270","Capacitor"
"C29","4.7uF","TopLayer","0805-CAP","1450.000","2380.000","0","Capacitor"
"C28","0.1Uf","BottomLayer","C-0402/1005","1550.878","2195.988","90","Capacitor"
"C27","22uF","TopLayer","CAPC3216X180N","4760.000","3140.000","270","Capacitor"
"C26","DNP","TopLayer","R-0402/1005","3139.252","2179.449","180","Capacitor"
"C25","DNP","TopLayer","R-0402/1005","3070.551","2259.252","270","Capacitor"
"C24","0.1uF","TopLayer","C-0402/1005","2864.122","2160.988","90","Capacitor"
"C23","0.1uF","TopLayer","C-0402/1005","3137.244","2975.988","90","Capacitor"
